Job ID,Date,Company Name,Post,Location,Description,Level,Type,Function,Industry
2155258041,2020-08-25,Desafiorh,"Estágio em engenharia elétrica, mecânica, mecatrônica, análise e des. de sistemas/sist. informação","Manaus, Amazonas, Brazil","Requisitos: Cursando Ensino Superior em Engenharia Elétrica, Mecânica, Mecatrônica, Análise e Desenvolvimento de Sistemas, Sistemas da Informação ou Engenharia da Computação. Requisitos Adicionais: Estar regularmente matriculado e cursando até o penúltimo período do curso Excel Avançado Inglês Avançado (indispensável)
Show less",Entry level,Full-time,ManagementManufacturing,Information Technology and ServicesStaffing and RecruitingHuman Resources
2007670470,2020-08-25,Liebherr,ENGENHEIRO PROJETISTA - HIDRÁULICA,"Guaratinguetá, São Paulo, Brazil","Responsabilidades

O Engenheiro Projetista (Hidráulica) será responsável por desenvolver, projetar e testar componentes hidráulicos e sistemas para uso em caminhões de mineração; comunicar todas as alterações no status do projeto à equipe; gerenciar tarefas e compilar estruturas de divisão de trabalho; organizar e desenhar esquemas hidráulicos para facilitar a compreensão usando normas hidráulicas; garantir que os pacotes de liberação estejam em conformidade com os padrões de conteúdo técnico e de qualidade; criar e revisar listas de materiais no sistema da empresa.

Requisitos

Formação em Engenharia Mecânica.
Conhecimentos técnicos da engenharia hidráulica.
Conhecimento em CREO Parametric (ou similar), ferramentas de desenhos, CAD ou desenho de equipamento.
Pacote Office.
Inglês avançado.
Disponibilidade para viagens.
Relacionamento Interpessoal, organização e planejamento, foco em resultado, trabalho em equipe e flexibilidade, completam o perfil.
Show less",Entry level,Full-time,EngineeringInformation Technology,Electrical/Electronic ManufacturingCivil EngineeringMechanical or Industrial Engineering
2163172883,2020-09-15,Rh Brasil,Projetista mecânico,"Rio Claro, São Paulo, Brazil","Irá realizar levantamento de dados em campo, elaboração de rotas de tubulação, infraestrutura elétrica, dimensionamento e especificação de materiais e equipamentos. Elaboração de desenhos 2d e modelagem 3d.

Beneficios

A Combinar;

Formação Acadêmica

Graduando em Engenharia Mecânica.

Experiência

Conhecimento das ferramentas: AutoCad e Excel. Disponibilidade para viagens.

Salário

2640

Cargo

Projetista de manutenção

Empresa

Rh Brasil

Locação de mão-de-obra temporária.

Ramo

Recursos Humanos/ Recrutamento e seleção
Show less",Entry level,Full-time,EngineeringInformation Technology,Information Technology and ServicesStaffing and RecruitingHuman Resources
2008609680,2020-07-31,VAE BRASIL,Estágio Em Controle De Qualidade,"São Paulo, São Paulo, Brazil","Vaga de Estágio Em Controle De Qualidade em São Paulo. A combinar. Período Integral. Estágio Área e especialização profissional: Engenharia - Engenharia Mecânica, Mecatrônica Nível hierárquico: Estagiário Local de trabalho: São Paulo, SP Regime de contratação de tipo Estágio Jornada Período Integral Suporte em: gestão de equipamentos de medição, emissão de documentos para clientes, controle de certificados e à outras atividades administrativas do setor de qualidade. Cursando Técnico / Tecnólogo / Superior em Qualidade ou Mecânica. Conhecimento em equipamentos de medição, leitura e interpretação de desenhos e pacote office Benefícios adicionais: Assistência médica, Assistência odontológica, Cesta básica, Refeição no local, Seguro de Vida, Vale-transporte
Show less",Entry level,Full-time,Quality Assurance,Civil EngineeringMechanical or Industrial EngineeringHuman Resources
2010590278,2020-08-01,ENGIE,Engenheira ou Engenheiro de Operação e Manutenção II - EBE - Umburanas/BA,Greater Salvador,"Description

A área de Geração Complementar da EBE está em busca de um novo talento para fazer parte da equipe!

ENGENHEIRA OU ENGENHEIRO DE OPERAÇÃO E MANUTENÇÃO RENOVÁVEIS II

Estamos à procura de uma Engenheira de O&M Renováveis II ou Engenheiro de O&M Renováveis II para colaborar com o crescimento e inovação da área Geração Complementar com a missão de garantir a performance da planta e suas equipes.

Se você gosta de um ambiente dinâmico, desafiador, de muito trabalho em equipe é proativo, organizado e tem interesse em atuar na gestão de performance do O&M e acompanhamento de decisões estratégicas para operação, manutenção e para o negócio como um todo, seu lugar é aqui com a gente!

Qualifications

Pré-requisitos Obrigatórios:

Ensino superior completo em Engenharia Mecânica, Elétrica e afins;
Conhecimento sobre normas e procedimentos de saúde e segurança;
Conhecimento em gestão da operação e manutenção;
Conhecimento sobre os fundamentos do mercado de energia elétrica e unidades geradoras;
Conhecimento em ferramentas e softwares de gestão da operação, manutenção e documentação técnica (DataScience, BigData, SCADA etc.)
Inglês a nível intermediário (leitura técnica e produção de relatórios em inglês).

Atributos desejáveis:

Pós Graduação em Gestão de Projetos ou Gestão de Energia Renovável;
Técnico ou Pós Graduação e áreas de Tecnologia da Informação;
Experiência prévia em usinas eólicas;
Conhecimento ou experiência em programação nas linguagens C, Phyton, PI OSISoft e afins.

Atribuições do cargo:

Este(a) profissional terá como principal desafio realizar a análise de ocorrências em unidades geradoras, fiscaliza e faz a gestão do programa de manutenção dando suporte técnico especializado para as equipes de manutenção e operação. Com isso, as atividades a serem realizadas consistem em:

Participar dos trabalhos de manutenção dos serviços em equipamentos e unidades geradoras.
Analisar e diagnosticar anormalidades detectadas e, quando necessário, adotar e/ou recomendar medidas corretivas, visando a implementação de soluções.
Estudar novas técnicas de manutenção para melhorar o desempenho, a confiabilidade, a eficiência e os custos.
Fornecer apoio técnico especializado para as manutenções de equipamentos e unidades geradoras.
Inspecionar as instalações através de visitas periódicas, verificando o cumprimento das normas e procedimentos da operação e manutenção.
Emitir relatórios de falhas, confiabilidade e desempenho de equipamentos e unidades geradoras, através de manuais e instruções técnicas dos fabricantes.
Realizar a gestão do programa de manutenção preventivas, preditivas e corretivas através de sistemas específicos de banco de dados.

Ficou interessado no desafio? Entenda como será o processo.

Candidatura
Cadastro, Teste de inglês e Teste de lógica
Triagem dentro do pré-requisitos
Entrevista comportamental
Entrevista com Gestor

A área de Geração Complementar da EBE está em busca de um novo talento para fazer parte da equipe!

ENGENHEIRA OU ENGENHEIRO DE OPERAÇÃO E MANUTENÇÃO RENOVÁVEIS II

Caro candidato, candidate-se através do link:

https://engiebrasilenergia.gupy.io/jobs/252060

e saiba mais sobre a vaga!

Serão consideradas as candidaturas do link acima!
Show less",Entry level,Full-time,ManagementManufacturing,Renewables & EnvironmentLaw PracticeLegal Services
2002651600,2020-08-20,Sotreq,Engenheiro de Aplicação,"São Paulo, São Paulo, Brazil","Requisitos
Formação em Engenharia Mecânica;
Ter vivencia no desenvolvimento de soluções de geração e cogeração com motores a gás, balanço termico e fluxogramas de processo, P&IDs, projeto mecanico (tubulações, processo e instrumentação);
Experiencia comprovada em ACAD, SolidWorks ou Inventor.
Experiencia no desenvolvimento de Usinas Termeletricas (a Gas Natural) - com utilização de turbinas ou grupos geradores à gás natural.
Inglês avançado.
Atividades
Responsável pelo desenho de projetos de geradores a gás dentro da estrutura de aplicação.
Show less",Entry level,Full-time,EngineeringInformation Technology,Staffing and RecruitingHuman ResourcesRetail
2011225872,2020-08-08,Bunge,Estagiário de Projetos,"Gaspar, Santa Catarina, Brazil","Você conhece a Bunge?

A Bunge é líder mundial em abastecimento, processamento e fornecimento de produtos e ingredientes de grãos e sementes oleaginosas. Fundada em 1818, a Bunge alimenta um mundo em crescimento, criando produtos e oportunidades sustentáveis para mais de 70.000 agricultores e seus consumidores em todo o mundo. A empresa está sediada em St. Louis, Missouri, e tem 24.000 funcionários, que estão por trás de mais de 350 terminais portuários, fábricas de processamento de sementes oleaginosas, silos de grãos e instalações de produção e embalagem de alimentos e ingredientes em todo o mundo.

Atividades Que Serão Realizadas
Suporte à área de projetos corporativa: irá trabalhar diretamente com os coordenadores de projetos, auxiliando em atividades rotineiras;
Suporte à gestão de CAPEX no acompanhamento das aprovações dos projetos, atualizações/revisões e consolidação de planilhas;
Elaboração de reportes da área, acompanhamento de KPIs;
Assistência na elaboração e revisão de documentos técnicos e arquivamento de documentos.


Experiências e Conhecimentos Esperados
Cursando ensino superior em Engenharia (Química, Elétrica, Mecânica, etc.);
Domínio do Pacote Office (principalmente Excel);
Desejável conhecimento do idioma Inglês.


Características Do Nosso Time

Nosso time é formado por pessoas engajadas e comprometidas em trazer os melhores resultados para a empresa. Aqui promovemos a excelência, nossa área é benchmarking para toda a Bunge. Nossa missão é atender às necessidades de nossos negócios globais, entregando projetos com segurança, no prazo, no orçamento, com qualidade, usando as melhores práticas no gerenciamento de projetos.

Por que você deve se juntar a nós?

Na Bunge você irá encontrar um ambiente desafiador e muitas oportunidades de aprendizado! Buscamos promover um ambiente de trabalho inclusivo, por isso a Bunge reconhece o talento de cada um, independente de gênero, etnia ou religião.

Localidade: Gaspar - Santa Catarina.

A Bunge acredita na diversidade. Reconhecemos as diferenças como caminho para o crescimento.
Se você é uma pessoa com deficiência (PCD) e acredita em seu talento, está em busca de oportunidades e quer desenvolver suas potencialidades, participe do nosso processo de seleção.
Show less",Associate,Full-time,EducationTraining,Food Production
2163170489,2020-09-15,Nova RH,Analista de Planejamentos de Materiais,"Porto Feliz, São Paulo, Brazil","Superior em Administração de Empresas, Contábil, Economia, Engenharia de Produção, Mecânica, Elétrica. Conhecimento no Pacote Office. Inglês Intermediário Conhecimento do ERP Totus (EMS Data Sul) ou SAP Experiência previa em planejamento de materiais e produção Desejável conhecimento em Excel Avançado e VBA

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Analista de planejamento

Empresa

Nova RH

Consultoria em recursos humanos, treinamento e recrutamento e seleção.

Ramo

Recursos Humanos/ Recrutamento e seleção
Show less",Associate,Full-time,Business DevelopmentSales,Staffing and RecruitingHuman ResourcesRetail
2022565784,2020-09-09,Desidy,Analista de Manutenção,"Curitiba, Paraná, Brazil","Descrição
Código: 761387
Função: Analista de Manutenção
Local de Trabalho: CURITIBA, PR
Tarefas: Consultor | Consultora PCM | Desenvolvimento de trabalhos e processos relacionados ao planejamento e programação de manutenção; Desenvolvimento e apoio às unidades na gestão dos KPIs; Analise e acompanhamento dos indicadores de manutenção; Controle, desenvolvimento e proposta de ações de melhorias para os indicadores de Manutenção; Apoio às unidades nos sistemas de planejamento (SAP-PM, Handheld); Gestão dos Custos de Manutenção Rotineiro e de GPs (Fixos e Variáveis) Governança dos Perfis do SAP Elaboração de relatórios e indicadores operacionais de sistemas e equipamentos; Desenvolvimento e realização de treinamentos da área de Planejamento; Apoio às áreas em auditorias com interface no PCM; Acompanhamento e apoio à manutenção em seu gerenciamento da rotina; Proposta de melhorias nos processos de manutenção; Elaboração de materiais e relatórios gerenciais para reuniões;
Benefícios:
Plano de saúde e seguro de vida;
Plano odontológico;
Previdência privada;
Participação nos lucros;
Vale alimentação ou refeição;
Auxílio Creche;
Programas de qualidade de vida;

Horário

Exigências
Escolaridade Mínima: Superior Completo
Experiência: 1 ano
Cursos: Superior Completo em Engenharia Mecânica, Automação ou Produção
Conhecimentos Específicos: Domínio do SAP – PM e suas interfaces Conhecimento de processos de: Planejamento e Programação da Manutenção – PCM; Cadastro e identificação de equipamentos; Estratégia de manutenção; Planejamento de ordens de serviço; Compra e follow-up de materiais; Produtivo de cimento IMS - Manual/ Check list específico da área. Conceitos de Planejamento Sistema de Manutenção Corporativo; Pacote MS Office (Word, Excel, Powerpoint, Outlook); MS-Project; Gestão de Orçamento de Manutenção (Rotineira e GP)
Observação: Interessados cadastrar-se via web
Show less",Entry level,Full-time,Information Technology,Information Technology and ServicesStaffing and RecruitingHuman Resources
1992549636,2020-08-26,TRACTEBEL,Engenheiro Mecânico/ Processo,"Rio de Janeiro, Rio de Janeiro, Brazil","ATRIBUIÇÕES DO CARGO:
Dimensionamento e elaboração de especificações e folha de dados de equipamentos estáticos e rotativos vinculados a geração termelétrica;
Cálculo de balanço de massa de energia e de troca térmica;
Integração energética com aplicação de metodologia Pinch;
Elaboração de fluxogramas de processo (PFD's);
Análises e dimensionamentos de Sistemas de utilidades, tubulações, bombas, tanques;
Participação da análise de risco, tais como HAZOP, FMEA, What If;
Descrição de processos;
Utilização das Boas Práticas de Engenharia, e as normas nacionais, internacionais vigentes aplicáveis aos projetos, assegurando o desenvolvimento de novas técnicas e processos.
  COMPETÊNCIAS NECESSÁRIAS:
Conhecimentos em Engenharia de Processos para centrais térmicas: Ciclo Aberto, Ciclo Combinado, Ciclo Rankine, Ciclo Diesel;
Conhecimento da ferramenta THERMOFLOW;
Domínio de Inglês;
Autocad;
Pacote Office.
  FORMAÇÃO:
Graduação em Engenharia Mecânica; 

OUTRAS INFORMAÇÕES:
Local de trabalho: Rio de Janeiro;
Todas as nossas vagas estão disponíveis, também, para candidatos com deficiência ou beneficiários reabilitados pelo INSS.
Show less",Mid-Senior level,Full-time,EngineeringProject Management,Civil Engineering
1997904560,2020-08-02,Gdfsuez,Engenheira ou Engenheiro de Operação e Manutenção II - EBE - Umburanas/BA,"Salvador, Bahia, Brazil","Description

A área de Geração Complementar da EBE está em busca de um novo talento para fazer parte da equipe!

ENGENHEIRA OU ENGENHEIRO DE OPERAÇÃO E MANUTENÇÃO RENOVÁVEIS II

Estamos à procura de uma Engenheira de O&M Renováveis II ou Engenheiro de O&M Renováveis II para colaborar com o crescimento e inovação da área Geração Complementar com a missão de garantir a performance da planta e suas equipes.
Se você gosta de um ambiente dinâmico, desafiador, de muito trabalho em equipe é proativo, organizado e tem interesse em atuar na gestão de performance do O&M e acompanhamento de decisões estratégicas para operação, manutenção e para o negócio como um todo , seu lugar é aqui com a gente!

Qualification

Pré-requisitos Obrigatórios

Ensino superior completo em Engenharia Mecânica, Elétrica e afins; Conhecimento sobre normas e procedimentos de saúde e segurança; Conhecimento em gestão da operação e manutenção; Conhecimento sobre os fundamentos do mercado de energia elétrica e unidades geradoras; Conhecimento em ferramentas e softwares de gestão da operação, manutenção e documentação técnica (DataScience, BigData, SCADA etc.) Inglês a nível intermediário (leitura técnica e produção de relatórios em inglês).

Atributos Desejáveis

Pós Graduação em Gestão de Projetos ou Gestão de Energia Renovável; Técnico ou Pós Graduação e áreas de Tecnologia da Informação; Experiência prévia em usinas eólicas; Conhecimento ou experiência em programação nas linguagens C, Phyton, PI OSISoft e afins.

Atribuições Do Cargo

Este(a) profissional terá como principal desafio realizar a análise de ocorrências em unidades geradoras, fiscaliza e faz a gestão do programa de manutenção dando suporte técnico especializado para as equipes de manutenção e operação . Com isso, as atividades a serem realizadas consistem em:

Participar dos trabalhos de manutenção dos serviços em equipamentos e unidades geradoras. Analisar e diagnosticar anormalidades detectadas e, quando necessário, adotar e/ou recomendar medidas corretivas , visando a implementação de soluções. Estudar novas técnicas de manutenção para melhorar o desempenho , a confiabilidade, a eficiência e os custos. Fornecer apoio técnico especializado para as manutenções de equipamentos e unidades geradoras. Inspecionar as instalações através de visitas periódicas , verificando o cumprimento das normas e procedimentos da operação e manutenção. Emitir relatórios de falhas, confiabilidade e desempenho de equipamentos e unidades geradoras, através de manuais e instruções técnicas dos fabricantes. Realizar a gestão do programa de manutenção preventivas, preditivas e corretivas através de sistemas específicos de banco de dados. Ficou interessado no desafio? Entenda como será o processo.
Candidatura Cadastro, Teste de inglês e Teste de lógica Triagem dentro do pré-requisitos Entrevista comportamental Entrevista com Gestor

A área de Geração Complementar da EBE está em busca de um novo talento para fazer parte da equipe!

ENGENHEIRA OU ENGENHEIRO DE OPERAÇÃO E MANUTENÇÃO RENOVÁVEIS II

Caro Candidato, Candidate-se Através Do Link

e saiba mais sobre a vaga!

Serão consideradas as candidaturas do link acima!
Show less",Entry level,Full-time,ManagementManufacturing,Renewables & EnvironmentOil & EnergyFinancial Services
2153348087,2020-09-02,Actual Seleção e Serviços,ANALISTA DE VENDAS TÉCNICAS,"São Paulo, São Paulo, Brazil","Requisitos

Requisitos e funções:

Formação em engenharia mecânica, elétrica ou correlatas.

Conhecimento em Pacote Office, Excel Avançado, Auto CAD, Solidworks.

Experiência na Área Comercial.

Atribuições: Realizar Cálculo e seleção de equipamentos, Elaboração de propostas técnicas e comerciais, Revisão de documentos técnicos como catálogos e manuais, Suporte a Engenharia de Projetos e aos gerentes de negócios, Realizar Visitas Técnicas à clientes.

Benefícios

Refeição no Local, Estacionamento,Assist. Médica e Odontológica,Participação nos Lucros e Resultados.
Show less",Associate,Full-time,Business DevelopmentSales,Staffing and RecruitingHuman ResourcesRetail
2019652478,2020-09-03,Paula Pedrosa Headhunter &amp; HR Solutions,Analista de Engenharia de Produto – Manaus/AM,Greater Manaus,"Experiência em desenvolvimento de produtos e processos da área de manufatura;
Vivência em projetos de melhorias contínuas;
Graduação Completa em Engenharia Mecânica, Produção e correlatas;
Inglês avançado (obrigatório).

Interessados inscrever-se no link: https://forms.gle/uYsik6vD3Fu2RWGN6
Show less",Entry level,Full-time,EngineeringInformation Technology,Electrical/Electronic ManufacturingAviation & AerospaceMechanical or Industrial Engineering
2006538738,2020-08-02,Time-Now Engenharia S/A,Coordenador de Planejamento - Banco de Talentos,"São Paulo, São Paulo, Brazil","Estamos entre as maiores gerenciadoras do Brasil e atuamos fortemente nas principais plantas industriais. Somos certificados pela GPTW como uma das melhores empresas para se trabalhar.

Tudo isso é possível pois contamos com um time de talento. Nossos colaboradores são altamente engajados com os valores Time-Now, sempre obstinados e transformadores.

Venha fazer parte da nossa equipe como Coordenador de Planejamento, profissional responsável pela coordenação de equipe multidisciplinar, com objetivo de realizar gestão de planejamento e acompanhamento de portfólio de projetos.

Responsabilidades e atribuições

Avaliar cronograma e acompanhamento de projetos/ paradas industriais gerados pela equipe através das ferramentas Primavera/ MS- Project;

Realizar análise crítica das curvas S de cada projeto, justificando seus Gap's;

Validar planejamento diário das atividades de campo das disciplinas de elétrica, mecânica e instrumentação dentre outras; Acompanhamento das atividades em campo;

Gerar relatórios de progresso e planos de ação;

Gerenciar as entregas da equipe e indicadores dos projetos/ paradas;

Garantir a qualidade e assertividade do planejamento realizado;

Demais atividades inerentes ao cargo.

Requisitos e qualificações

Formação completa em engenharia como mecânica, elétrica, civil ou áreas afins;

Desejável pós-graduação em Gerenciamento de Projetos e/ou certificação PMI (e outras);

Domínios das ferramentas MS-Project e Primavera;

Domínio das ferramentas de gerenciamento de projetos;

Experiência com acompanhamento de execução de projetos e/ou paradas em de Plantas Petroquímicas.

Informações adicionais

Oferecemos Como Benefícios

Plano de Saúde;

Plano Odontológico;

Alimentação;

Transporte;

Seguro de Vida;

PLR;

Convênios com instituições regionais voltadas para (Educação, Lazer, Saúde, etc.).
Show less",Entry level,Full-time,ManagementManufacturing,Industrial Automation
2015022534,2020-08-27,Iel Mt,Supervisor De Manutenção,"Várzea Grande, Mato Grosso, Brazil","Descrição
Acompanha as atividades de manutenção corretiva e preventiva de instalações, equipamentos e máquinas.
Elabora procedimentos de trabalho e plano de manutenção para identificar as deficiências operacionais e funcionais e atende as necessidades de infraestrutura.
Requisitos
Ensino médio completo ou superior completo em Engenharia Mecânica ou Elétrica
Experiência
Disponibilidade de horários
Benefícios

Assistência médica, Assistência odontológica, Refeição no local, Seguro de Vida, Vale-transporte
Show less",Mid-Senior level,Full-time,ManagementManufacturing,Food & BeveragesStaffing and RecruitingHuman Resources
2019737184,2020-09-03,Recrutamento Misto - Villares Metals,Líder de Manutenção Mecânica,"Sumaré, São Paulo, Brazil","Desafios

Gostar de trabalhar com pessoas, pois terá sob sua gestão 13 mecânicos para distribuição de trabalhos, planejamento, treinamentos, follow-up, desenvolvimento e engajamento do time. Fazer gestão de resultados, rotinas em segurança, manutenção preventiva e corretiva, emissão de relatórios, ocorrência nas máquinas. Boa capacidade de comunicação, clareza de ideias e poder de persuasão.

Experiência

Forte conhecimento em hidráulica, pneumática, leitura e interpretação de desenhos técnicos, preferencialmente em manutenção de laminadores, fornos de reaquecimento e vácuo.

Formação

Ensino Técnico Completo em Mecânica, Metalurgia ou Mecatrônica.

Desejável Ensino Superior Completo, preferencialmente em Engenharia Mecânica ou Produção.

O QUE OFERECEMOS?
Multinacional com mais de 70 anos no mercado e referência no mercado siderúrgico;
Onboarding de boas-vindas;
Ambiente de muito aprendizado com capacitações técnicas, afinal nosso time é o melhor!;
Refeitório no local;
Transporte fretado;
50% reembolso de medicamentos + plano de saúde c/ coparticipação + assistência odontológica = extensivo a dependentes de 1º grau;
Cooperativa de crédito;
Remuneração compatível com o mercado;
PPR - participação nos resultados atrelados a metas coletivas;
Subsídio para pós-graduação, idiomas e cursos/treinamentos (de acordo com política interna);
Previdência privada, pois, nos preocupamos com o seu futuro;
Cesta básica - entregue na comodidade de sua residência;
Dress Code (Administrativo) e Uniforme (área operacional) - de acordo com a política da empresa;
Programa de voluntariado para ser Educador do Programa Aprendiz Formare;
Clube da empresa;
Licença maternidade 6 meses e auxilio creche (para filhos até 03 anos).
A Villares Metals tem por objetivo reter seu maior patrimônio: as pessoas. Por isso, a empresa apoia o desenvolvimento de habilidades e competências através de programas de capacitação que agregam valor individual e coletivo aos nossos colaboradores, processos e produtos, garantindo assim um alto desempenho.

Iniciativa e dedicação são fatores importantes para o desenvolvimento de um profissional.

Estas características se traduzem em resultados e conquistas pessoais com histórias de sucesso da qual a Villares Metals têm orgulho de fazer parte. #orgulhoempertencer
Todas as nossas posições, também são destinadas a pessoas com deficiência.
Na Villares a oportunidade é para todos! Nós respeitamos a diversidade e valorizamos as diferenças.
Nossa história ganha forma com a sua. Venha fazer parte do nosso timAÇO.
Show less",Associate,Full-time,ManagementManufacturing,ConstructionEducation ManagementHuman Resources
2152887959,2020-08-29,Pórtico Real,Engenheiro Mecânico,"São Paulo, São Paulo, Brazil","DescriçãoAtuar com as atividades relacionadas a área de engenharia mecânica, com experiência em Projeto de Maquinas e Equipamentos, Desenhos, Programas AutoCAD e Inventor .
Certificação ConhecimentoEnsino Superior em Engenharia Mecânica.
Possuir CREA ativo.
Show less",Entry level,Full-time,EngineeringInformation Technology,Architecture & PlanningCivil EngineeringMechanical or Industrial Engineering
2022565785,2020-09-09,Desidy,Analista de Manutenção,"Curitiba, Paraná, Brazil","Descrição
Código: 761386
Função: Analista de Manutenção
Local de Trabalho: CURITIBA, PR
Tarefas: Desenvolver trabalhos e processos relacionados Engenharia de Confiabilidade; Desenvolver e apoiar as unidades na gestão dos KPIs; Analisar e acompanhar os indicadores de manutenção; Controlar, desenvolver e propor ações de melhorias para os indicadores de Manutenção; Revisar, controlar e suportar as unidades em melhorias dos Planos de Manutenção; Apoiar as unidades nos SAP-PM; Elaborar relatórios e indicadores operacionais de sistemas e equipamentos; Desenvolver e realizar treinamentos da área de Confiabilidade; Realizar gestão da execução das técnicas de preditivas e monitora a execução dos laudos emitidos; Realizar auditorias de processos e específicas de projetos; Analisar gatilhos das ocorrências Aprovar tecnicamente os Planos e Ações das ACM Revisar e define metas dos indicadores; Gerenciar execução de lubrificação e preditiva Propor melhorias nos processos de manutenção; Realizar análise crítica das ocorrências e propor ações de melhoria Dar suporte às fábricas nas soluções de problemas, através de PDCA e/ou 6 Sigma Gerir a manutenção centrada em confiabilidade, na medida do possível, eliminando os planos de preventiva e migrando para planos de preditiva menos intrusivos (RCM) Migrar a gestão de manutenção para contratos de Perfomance Gerir sobressalentes corporativos Garantir cadastro dos ativos e planos de manutenção no SAP Emitir relatório mensal junto com as fábricas que não atingiram as Metas de Fiabilidade
Benefícios:
Plano de saúde e seguro de vida;
Plano odontológico;
Previdência privada;
Participação nos lucros;
Vale alimentação ou refeição;
Auxílio Creche;
Programas de qualidade de vida;

Horário

Exigências
Escolaridade Mínima: Superior Completo
Experiência: 1 ano
Cursos: Superior Completo em Engenharia Mecânica, Mecatrônica, Elétrica ou Automação
Conhecimentos Específicos: Conhecimentos dos Gestão de Ativos (ISO55000) Experiência em processos de confiabilidade, tais como: RCM 6 Sigma Análise de Falhas (FCA, etc) Fmea PDCA/SDCA/Pareto/Jack Knife Domínio do SAP-PM e suas interfaces; Conhecimento em processo de cadastro e identificação de equipamentos; Experiência em Definição da Política de Manutenção Experiência em homologação de fornecedores Conhecimento do processo produtivo do cimento; Experiência com elaboração dos relatórios técnicos de suporte técnico;
Observação: Interessados cadastrar-se via web
Show less",Entry level,Full-time,Information Technology,Information Technology and ServicesStaffing and RecruitingHuman Resources
2008184305,2020-07-31,Madesa Móveis,Assistente de Engenharia,"Bom Princípio, Rio Grande do Sul, Brazil","Gosta de desafios para desenvolver-se como profissional tendo oportunidades de crescimento ?

Venha fazer parte da Equipe Madesa, como Assistente de Engenharia.

Responsabilidades e atribuições
Monitoras ensaios em produção;
Utilizar ferramentas e softwares de controle de produção;
Buscar junto ao mercado novas técnicas e produtos;
Conduzir estudos para economia de tempo e recursos do processo;
Homologar junto a gestão e equipe técnica soluções em nossos produtos e processos;
Elaborar laudos técnicos;
Realizar cadastros de receitas e gráficos no sistema;
Monitorar desempenho da produção;
Rastrear não conformidades e trabalhar na identificação da causa raiz;
Acompanhar novos projetos na produção ;
Monitorar indicadores;
Participar de projetos estratégicos;
Auxiliar na busca por alternativas para melhorias de processo.

Requisitos e qualificações

Para Essa Posição Esperamos Que Você Tenha
Ensino superior completo ou cursando (a partir do 4º semestre em Engenharia de Produção, Mecânica, Elétrica ou Mecatrônica
Pacote office ;
Conhecimento em AutoCad 2D ou 3D

Mas Também Será Legal Se Você Tiver
Facilidade de trabalhar em equipe
Experiência no setor de móveis

Informações adicionais

Esta oportunidade é para atuação na Madesa Móveis em Bom Princípio.

Horário de trabalho das 07h00 às 16h45. De segunda à sexta-feira.
Show less",Entry level,Full-time,EngineeringInformation Technology,Industrial Automation
2161031028,2020-09-11,Alliage,Estágio - Engenharia,"São Paulo, São Paulo, Brazil","Pré-requisitos
Superior em Andamento em Engenharia de Produção/Mecânica/Metalúrgica ou Mecatrônica;
Desejável conhecimento em sistema Lean;
Disponibilidade para estagiar de segunda a sexta, 30 horas semanais.
3 Vagas - Engenharia de Processos

Principais Atribuições
Realizar implantação e validação de processos de manufatura/automação.
1 Vaga - Engenharia de Produção

Principais Atribuições
Participar de projetos de melhoria na área industrial.
Benefícios
Vale-transporte
Bolsa-Auxílio
Seguro de vida
Show less",Entry level,Full-time,ManagementManufacturing,Mechanical or Industrial EngineeringStaffing and RecruitingHuman Resources
